title,date,category
Embedded Topics in the Stochastic Block Model,2022-09-19 21:44:39+00:00,cs.SI
Two Dimensional Sparse-Regularization-Based InSAR Imaging with Back-Projection Embedding,2022-09-21 15:05:52+00:00,eess.SP
An Information Minimization Based Contrastive Learning Model for Unsupervised Sentence Embeddings Learning,2022-09-22 12:07:35+00:00,cs.CL
Reversible Data Hiding in Encrypted Text Using Paillier Cryptosystem,2022-09-23 18:46:51+00:00,cs.CR
Determination of Chain Strength induced by Embedding in D-Wave Quantum Annealer,2022-09-25 06:59:10+00:00,quant-ph
"Embedding digital participatory budgeting within local government: motivations, strategies and barriers faced",2022-09-26 11:45:09+00:00,cs.CY
Towards Simple and Efficient Task-Adaptive Pre-training for Text Classification,2022-09-26 18:29:12+00:00,cs.CL
Rmagine: 3D Range Sensor Simulation in Polygonal Maps via Raytracing for Embedded Hardware on Mobile Robots,2022-09-27 14:00:23+00:00,cs.RO
Worst-case Deterministic Fully-Dynamic Planar 2-vertex Connectivity,2022-09-28 13:21:24+00:00,cs.DS
Increasing Model Generalizability for Unsupervised Domain Adaptation,2022-09-29 09:08:04+00:00,cs.LG
Deep Spatial Domain Generalization,2022-10-03 06:16:20+00:00,cs.LG
Embedding-based neural network for investment return prediction,2022-09-26 17:20:24+00:00,q-fin.ST
Bringing robotics taxonomies to continuous domains via GPLVM on hyperbolic manifolds,2022-10-04 15:19:24+00:00,cs.RO
Adversarial Lagrangian Integrated Contrastive Embedding for Limited Size Datasets,2022-10-06 23:59:28+00:00,cs.CV
Embedding Representation of Academic Heterogeneous Information Networks Based on Federated Learning,2022-10-07 02:41:04+00:00,cs.IR
Robust Unsupervised Cross-Lingual Word Embedding using Domain Flow Interpolation,2022-10-07 04:37:47+00:00,cs.CL
Compactification of Perception Pairs and Spaces of Group Equivariant non-Expansive Operators,2022-10-08 14:59:00+00:00,math.GN
Relational Embeddings for Language Independent Stance Detection,2022-10-11 18:13:43+00:00,cs.CL
Automatic Creation of Named Entity Recognition Datasets by Querying Phrase Representations,2022-10-14 07:36:44+00:00,cs.CL
Region2Vec: Community Detection on Spatial Networks Using Graph Embedding with Node Attributes and Spatial Interactions,2022-10-10 02:32:55+00:00,cs.SI
Instance Segmentation with Cross-Modal Consistency,2022-10-14 21:17:19+00:00,cs.CV
Social Biases in Automatic Evaluation Metrics for NLG,2022-10-17 08:55:26+00:00,cs.CL
Sequence and Circle: Exploring the Relationship Between Patches,2022-10-18 14:04:43+00:00,cs.CV
Comparing Embedded Graphs Using Average Branching Distance,2022-10-18 22:07:25+00:00,cs.CG
Pre-trained Sentence Embeddings for Implicit Discourse Relation Classification,2022-10-20 04:17:03+00:00,cs.CL
Efficiently Tuned Parameters are Task Embeddings,2022-10-21 03:19:54+00:00,cs.CL
Discovering Differences in the Representation of People using Contextualized Semantic Axes,2022-10-21 18:02:19+00:00,cs.CL
Probing with Noise: Unpicking the Warp and Weft of Embeddings,2022-10-21 19:33:33+00:00,cs.CL
Bootstrapping meaning through listening: Unsupervised learning of spoken sentence embeddings,2022-10-23 21:16:09+00:00,cs.CL
Embeddings between generalized weighted Lorentz spaces,2022-10-24 07:24:51+00:00,math.FA
Towards an efficient Iris Recognition System on Embedded Devices,2022-10-24 10:37:40+00:00,cs.CV
AugCSE: Contrastive Sentence Embedding with Diverse Augmentations,2022-10-20 03:52:07+00:00,cs.CL
Four-periodic infinite staircases for four-dimensional polydisks,2022-10-26 22:53:47+00:00,math.SG
Dictionary-Assisted Supervised Contrastive Learning,2022-10-27 04:57:43+00:00,cs.CL
CasNet: Investigating Channel Robustness for Speech Separation,2022-10-27 12:28:45+00:00,cs.SD
Time-Domain Based Embeddings for Spoofed Audio Representation,2022-10-27 13:45:43+00:00,eess.AS
"Towards zero-shot Text-based voice editing using acoustic context conditioning, utterance embeddings, and reference encoders",2022-10-28 10:31:44+00:00,cs.SD
Speaker Representation Learning via Contrastive Loss with Maximal Speaker Separability,2022-10-29 16:01:29+00:00,eess.AS
Forget Embedding Layers: Representation Learning for Cold-start in Recommender Systems,2022-10-30 19:08:38+00:00,cs.IR
Embedding Space Augmentation for Weakly Supervised Learning in Whole-Slide Images,2022-10-31 02:06:39+00:00,cs.CV
"MatKG: The Largest Knowledge Graph in Materials Science -- Entities, Relations, and Link Prediction through Graph Representation Learning",2022-10-31 14:05:47+00:00,cond-mat.mtrl-sci
Audio-Visual Speech Enhancement and Separation by Leveraging Multi-Modal Self-Supervised Embeddings,2022-10-31 16:30:10+00:00,eess.AS
Very Low Resource Sentence Alignment: Luhya and Swahili,2022-10-31 18:01:13+00:00,cs.CL
ImagineNET: Target Speaker Extraction with Intermittent Visual Cue through Embedding Inpainting,2022-10-31 19:29:29+00:00,eess.AS
GLINKX: A Scalable Unified Framework For Homophilous and Heterophilous Graphs,2022-11-01 15:56:58+00:00,cs.LG
Text-Only Training for Image Captioning using Noise-Injected CLIP,2022-11-01 16:36:01+00:00,cs.CV
tSF: Transformer-based Semantic Filter for Few-Shot Learning,2022-11-02 04:39:34+00:00,cs.CV
Hierarchies over Vector Space: Orienting Word and Graph Embeddings,2022-11-02 18:54:44+00:00,cs.CL
Video Event Extraction via Tracking Visual States of Arguments,2022-11-03 13:12:49+00:00,cs.CV
Combining Contrastive and Non-Contrastive Losses for Fine-Tuning Pretrained Models in Speech Analysis,2022-10-21 19:58:37+00:00,cs.CL
Nuclear embeddings of Morrey sequence spaces and smoothness Morrey spaces,2022-11-04 17:09:55+00:00,math.FA
Prototypical quadruplet for few-shot class incremental learning,2022-11-05 17:19:14+00:00,cs.CV
Contrastive Learning with Prompt-derived Virtual Semantic Prototypes for Unsupervised Sentence Embedding,2022-11-07 07:50:30+00:00,cs.CL
Knowledge Graph Embedding: A Survey from the Perspective of Representation Spaces,2022-11-07 13:22:28+00:00,cs.LG
Pushing the limits of self-supervised speaker verification using regularized distillation framework,2022-11-08 11:21:38+00:00,eess.AS
A review of TinyML,2022-11-05 06:02:08+00:00,cs.LG
Unsupervised Extractive Summarization with Heterogeneous Graph Embeddings for Chinese Document,2022-11-09 06:07:31+00:00,cs.CL
Interactive Feature Embedding for Infrared and Visible Image Fusion,2022-11-09 13:34:42+00:00,cs.CV
"Massively Multilingual ASR on 70 Languages: Tokenization, Architecture, and Generalization Capabilities",2022-11-10 18:43:42+00:00,cs.CL
Delay Embedded Echo-State Network: A Predictor for Partially Observed Systems,2022-11-11 04:13:55+00:00,eess.SY
A Multimodal Embedding-Based Approach to Industry Classification in Financial Markets,2022-11-11 17:50:10+00:00,q-fin.ST
Frankel property and Maximum Principle at Infinity for complete minimal hypersurfaces,2022-11-11 18:23:20+00:00,math.DG
Efficient Speech Quality Assessment using Self-supervised Framewise Embeddings,2022-11-12 11:57:08+00:00,eess.AS
Partial Visual-Semantic Embedding: Fashion Intelligence System with Sensitive Part-by-Part Learning,2022-11-12 15:36:14+00:00,cs.CV
Learnable Spatio-Temporal Map Embeddings for Deep Inertial Localization,2022-11-14 18:58:21+00:00,cs.RO
Edge2Vec: A High Quality Embedding for the Jigsaw Puzzle Problem,2022-11-14 22:05:09+00:00,cs.CV
SPADE4: Sparsity and Delay Embedding based Forecasting of Epidemics,2022-11-11 23:39:48+00:00,cs.LG
Robust Vocal Quality Feature Embeddings for Dysphonic Voice Detection,2022-11-17 19:34:59+00:00,cs.SD
Knowledge Graph Refinement based on Triplet BERT-Networks,2022-11-18 19:01:21+00:00,cs.CL
Modeling Fine-grained Information via Knowledge-aware Hierarchical Graph for Zero-shot Entity Retrieval,2022-11-20 14:37:53+00:00,cs.CL
Conceptor-Aided Debiasing of Contextualized Embeddings,2022-11-20 21:24:48+00:00,cs.CL
Semantics-Preserving Sketch Embedding for Face Generation,2022-11-23 15:14:49+00:00,cs.CV
Distilling Knowledge from Self-Supervised Teacher by Embedding Graph Alignment,2022-11-23 19:27:48+00:00,cs.CV
BASiS: Batch Aligned Spectral Embedding Space,2022-11-30 13:07:59+00:00,cs.CV
Physics-Constrained Generative Adversarial Networks for 3D Turbulence,2022-12-01 01:49:49+00:00,physics.comp-ph
Improved Representation Learning Through Tensorized Autoencoders,2022-12-02 09:29:48+00:00,cs.LG
Using Large Pre-Trained Language Model to Assist FDA in Premarket Medical Device,2022-11-03 04:18:05+00:00,cs.CL
LMEC: Learnable Multiplicative Absolute Position Embedding Based Conformer for Speech Recognition,2022-12-05 08:36:17+00:00,eess.AS
Quantized Wasserstein Procrustes Alignment of Word Embedding Spaces,2022-12-05 18:23:59+00:00,cs.CL
Pseudo-Riemannian Embedding Models for Multi-Relational Graph Representations,2022-12-02 20:37:30+00:00,cs.SI
Detecting Code Injections in Noisy Environments Through EM Signal Analysis and SVD Denoising,2022-12-12 00:58:18+00:00,cs.CR
Dirac Points Embedded in the Continuum,2022-12-12 13:00:35+00:00,physics.optics
"A physics-informed search for metric solutions to Ricci flow, their embeddings, and visualisation",2022-11-30 08:17:06+00:00,gr-qc
Unsupervised Detection of Contextualized Embedding Bias with Application to Ideology,2022-12-14 23:31:14+00:00,cs.CL
Embeddedness of Min-Max CMC Hypersurfaces in Manifolds with Positive Ricci Curvature,2022-12-19 16:42:50+00:00,math.DG
Receptive Field Alignment Enables Transformer Length Extrapolation,2022-12-20 15:40:17+00:00,cs.CL
Precise Zero-Shot Dense Retrieval without Relevance Labels,2022-12-20 18:09:52+00:00,cs.IR
Mini-Model Adaptation: Efficiently Extending Pretrained Models to New Languages via Aligned Shallow Training,2022-12-20 18:17:28+00:00,cs.CL
Hydrodynamic turbulence in disks with embedded planets,2022-12-20 20:32:26+00:00,astro-ph.EP
Nuclear and compact embeddings in function spaces of generalised smoothness,2022-12-23 09:26:45+00:00,math.FA
Adaptive Blind Watermarking Using Psychovisual Image Features,2022-12-25 06:33:36+00:00,cs.CV
Weak Gravitational Lensing of Schwarzschild and Charged Black Holes Embedded in Perfect Fluid Dark Matter Halo,2022-12-26 22:26:38+00:00,gr-qc
Extrinsic Bayesian Optimizations on Manifolds,2022-12-21 06:10:12+00:00,math.OC
Types of embedded graphs and their Tutte polynomials,2022-12-29 09:04:13+00:00,math.CO
Improved CNN Prediction Based Reversible Data Hiding,2023-01-04 03:15:21+00:00,cs.MM
Bootstrap Embedding on a Quantum Computer,2023-01-04 05:49:15+00:00,quant-ph
The Hermite-Taylor Correction Function Method for Embedded Boundary and Maxwell's Interface Problems,2023-01-04 18:34:58+00:00,math.NA
Event Camera Data Pre-training,2023-01-05 06:32:50+00:00,cs.CV
HierVL: Learning Hierarchical Video-Language Embeddings,2023-01-05 21:53:19+00:00,cs.CV
Reducing Over-smoothing in Graph Neural Networks Using Relational Embeddings,2023-01-07 19:26:04+00:00,cs.LG
Class Enhancement Losses with Pseudo Labels for Zero-shot Semantic Segmentation,2023-01-18 06:55:02+00:00,cs.CV
Keyword Embeddings for Query Suggestion,2023-01-19 11:13:04+00:00,cs.IR
Transfer Knowledge from Natural Language to Electrocardiography: Can We Detect Cardiovascular Disease Through Language Models?,2023-01-21 21:58:00+00:00,cs.CL
DBGDGM: Dynamic Brain Graph Deep Generative Model,2023-01-26 20:45:30+00:00,cs.LG
Fast Region of Interest Proposals on Maritime UAVs,2023-01-27 10:58:10+00:00,cs.CV
FedPH: Privacy-enhanced Heterogeneous Federated Learning,2023-01-27 13:32:17+00:00,cs.LG
OrthoReg: Improving Graph-regularized MLPs via Orthogonality Regularization,2023-01-31 21:20:48+00:00,cs.LG
Dropout Injection at Test Time for Post Hoc Uncertainty Quantification in Neural Networks,2023-02-06 16:56:53+00:00,cs.LG
Compiling quantum circuits with qubits embedded in trapped-ion quidts,2023-02-06 17:54:09+00:00,quant-ph
Quantum Embedding Method for the Simulation of Strongly Correlated Systems on Quantum Computers,2023-02-06 19:00:03+00:00,physics.chem-ph
Using Learned Indexes to Improve Time Series Indexing Performance on Embedded Sensor Devices,2023-02-06 19:40:33+00:00,cs.DB
Efficient and Flexible Topic Modeling using Pretrained Embeddings and Bag of Sentences,2023-02-06 20:13:11+00:00,cs.CL
Using t-distributed stochastic neighbor embedding for visualization and segmentation of 3D point clouds of plants,2023-02-07 12:55:15+00:00,cs.CV
Multiview Representation Learning from Crowdsourced Triplet Comparisons,2023-02-08 10:51:44+00:00,cs.HC
Isometric embeddings of surfaces for scl,2023-02-08 15:29:13+00:00,math.GT
Meta-Learning Based Knowledge Extrapolation for Temporal Knowledge Graph,2023-02-11 09:52:26+00:00,cs.AI
Cross-Modal Fine-Tuning: Align then Refine,2023-02-11 16:32:28+00:00,cs.LG
Recursive Estimation of Conditional Kernel Mean Embeddings,2023-02-12 16:55:58+00:00,stat.ML
SpeckleNN: A unified embedding for real-time speckle pattern classification in X-ray single-particle imaging with limited labeled examples,2023-02-14 08:29:28+00:00,cs.LG
Learning to Initialize: Can Meta Learning Improve Cross-task Generalization in Prompt Tuning?,2023-02-16 08:37:22+00:00,cs.CL
Improving Transformer-based Networks With Locality For Automatic Speaker Verification,2023-02-17 01:04:51+00:00,eess.AS
On the fractional Musielak-Sobolev spaces in R^d: Embedding results & applications,2023-02-16 22:50:42+00:00,math.AP
Improving Speech Enhancement via Event-based Query,2023-02-20 05:23:06+00:00,cs.SD
Open-World Object Detection via Discriminative Class Prototype Learning,2023-02-23 03:05:04+00:00,cs.CV
Incorporating Uncertainty from Speaker Embedding Estimation to Speaker Verification,2023-02-23 03:42:50+00:00,eess.AS
Deep learning model for Mongolian Citizens Feedback Analysis using Word Vector Embeddings,2023-02-23 14:49:31+00:00,cs.CL
Weight systems and invariants of graphs and embedded graphs,2023-02-23 16:38:21+00:00,math.CO
NBA2Vec: Dense feature representations of NBA players,2023-02-26 19:05:57+00:00,stat.AP
Weighted Sampling for Masked Language Modeling,2023-02-28 01:07:39+00:00,cs.CL
FacEDiM: A Face Embedding Distribution Model for Few-Shot Biometric Authentication of Cattle,2023-02-28 18:28:35+00:00,cs.CV
Node Embedding from Hamiltonian Information Propagation in Graph Neural Networks,2023-03-02 07:40:40+00:00,cs.LG
Cardinality Estimation over Knowledge Graphs with Embeddings and Graph Neural Networks,2023-03-02 10:39:13+00:00,cs.DB
Intrinsically Typed Sessions With Callbacks,2023-03-02 14:04:37+00:00,cs.PL
BEL: A Bag Embedding Loss for Transformer enhances Multiple Instance Whole Slide Image Classification,2023-03-02 16:02:55+00:00,cs.CV
Bayesian Optimization over High-Dimensional Combinatorial Spaces via Dictionary-based Embeddings,2023-03-03 08:31:42+00:00,cs.LG
CLIP-Layout: Style-Consistent Indoor Scene Synthesis with Semantic Furniture Embedding,2023-03-07 00:26:02+00:00,cs.CV
A Light-Weight Contrastive Approach for Aligning Human Pose Sequences,2023-03-07 21:35:02+00:00,cs.CV
Video-P2P: Video Editing with Cross-attention Control,2023-03-08 17:53:49+00:00,cs.CV
TAEC: Unsupervised Action Segmentation with Temporal-Aware Embedding and Clustering,2023-03-09 10:46:23+00:00,cs.CV
NeuSE: Neural SE(3)-Equivariant Embedding for Consistent Spatial Understanding with Objects,2023-03-13 17:30:43+00:00,cs.RO
Co-Salient Object Detection with Co-Representation Purification,2023-03-14 07:23:27+00:00,cs.CV
Performance Embeddings: A Similarity-based Approach to Automatic Performance Optimization,2023-03-14 15:51:35+00:00,cs.SE
Division rings for group algebras of virtually compact special groups,2023-03-14 18:24:11+00:00,math.GR
A High-Performance Accelerator for Super-Resolution Processing on Embedded GPU,2023-03-16 00:09:09+00:00,cs.AR
Stability of the embedded string in the $SU(N)\times U(1)$ Higgs model and its application,2023-03-16 17:33:43+00:00,hep-ph
Open-vocabulary Panoptic Segmentation with Embedding Modulation,2023-03-20 17:58:48+00:00,cs.CV
MV-MR: multi-views and multi-representations for self-supervised learning and knowledge distillation,2023-03-21 18:40:59+00:00,cs.CV
Robust Exponential Runge-Kutta Embedded Pairs,2023-03-21 18:57:03+00:00,physics.comp-ph
Clinically Relevant Latent Space Embedding of Cancer Histopathology Slides through Variational Autoencoder Based Image Compression,2023-03-23 15:13:04+00:00,eess.IV
Return of the RNN: Residual Recurrent Networks for Invertible Sentence Embeddings,2023-03-23 15:59:06+00:00,cs.CL
Removing confounding information from fetal ultrasound images,2023-03-24 11:13:33+00:00,cs.CV
Learning video embedding space with Natural Language Supervision,2023-03-25 23:24:57+00:00,cs.CV
Joint embedding in Hierarchical distance and semantic representation learning for link prediction,2023-03-28 00:42:29+00:00,cs.CL
Item Graph Convolution Collaborative Filtering for Inductive Recommendations,2023-03-28 12:58:41+00:00,cs.IR
Variational Distribution Learning for Unsupervised Text-to-Image Generation,2023-03-28 16:18:56+00:00,cs.CV
Visual Chain-of-Thought Diffusion Models,2023-03-28 17:53:06+00:00,cs.CV
Asymmetric Face Recognition with Cross Model Compatible Ensembles,2023-03-30 16:53:07+00:00,cs.CV
Embedding the Grushin Cylinder in ${\bf R}^3$and Schroedinger evolution,2023-04-03 10:36:08+00:00,math.FA
Unsupervised Word Segmentation Using Temporal Gradient Pseudo-Labels,2023-03-30 17:59:46+00:00,eess.AS
A Survey on Contextualised Semantic Shift Detection,2023-04-04 09:50:19+00:00,cs.CL
VicTR: Video-conditioned Text Representations for Activity Recognition,2023-04-05 16:30:36+00:00,cs.CV
Stochastic Nonlinear Control via Finite-dimensional Spectral Dynamic Embedding,2023-04-08 04:23:46+00:00,cs.LG
POEM: Reconstructing Hand in a Point Embedded Multi-view Stereo,2023-04-08 15:14:55+00:00,cs.CV
Embedding problem between right-angled Artin groups,2023-04-11 15:00:58+00:00,math.GR
Global Prompt Cell: A Portable Control Module for Effective Prompt Tuning,2023-04-12 06:46:33+00:00,cs.CL
Quasi Real-Time Autonomous Satellite Detection and Orbit Estimation,2023-04-13 02:49:22+00:00,astro-ph.IM
"Viable embedded wormholes and energy conditions in $f(\mathcal{R},\mathcal{G})$ gravity",2023-04-13 04:25:54+00:00,gr-qc
Embedded eigenvalues for asymptotically periodic ODE systems,2023-04-15 17:35:05+00:00,math.FA
Adapting the DEVS kernel 'RT-CADMIUM' to the ESP32 embedded platform,2023-04-17 03:06:48+00:00,eess.SY
Integrity and Junkiness Failure Handling for Embedding-based Retrieval: A Case Study in Social Network Search,2023-04-18 20:53:47+00:00,cs.IR
CoT-MoTE: Exploring ConTextual Masked Auto-Encoder Pre-training with Mixture-of-Textual-Experts for Passage Retrieval,2023-04-20 10:12:09+00:00,cs.CL
DropDim: A Regularization Method for Transformer Networks,2023-04-20 13:54:18+00:00,cs.CL
Learn to Cluster Faces with Better Subgraphs,2023-04-21 09:18:55+00:00,cs.CV
FVCARE:Formal Verification of Security Primitives in Resilient Embedded SoCs,2023-04-22 22:47:49+00:00,cs.CR
Laplace eigenvalues and non-planar minimal spheres into 3-dimensional ellipsoids,2023-04-24 14:21:57+00:00,math.DG
"Pre-trained Embeddings for Entity Resolution: An Experimental Analysis [Experiment, Analysis & Benchmark]",2023-04-24 08:53:54+00:00,cs.DB
Self-Supervised Temporal Analysis of Spatiotemporal Data,2023-04-25 20:34:38+00:00,cs.AI
Robust image steganography against lossy JPEG compression based on embedding domain selection and adaptive error correction,2023-04-26 05:42:55+00:00,cs.MM
The Fine-Grained Complexity of Boolean Conjunctive Queries and Sum-Product Problems,2023-04-27 22:52:53+00:00,cs.DB
Octonions and Quantum Gravity through the Central Charge Anomaly in the Clifford Algebra,2023-04-26 18:00:04+00:00,hep-th
Embedding Aggregation for Forensic Facial Comparison,2023-04-29 22:23:40+00:00,cs.CV
SLSG: Industrial Image Anomaly Detection by Learning Better Feature Embeddings and One-Class Classification,2023-04-30 05:38:45+00:00,cs.CV
Improved Vocal Effort Transfer Vector Estimation for Vocal Effort-Robust Speaker Verification,2023-05-03 14:29:01+00:00,eess.AS
Age-Invariant Face Embedding using the Wasserstein Distance,2023-05-04 11:33:37+00:00,cs.CV
Zoo Guide to Network Embedding,2023-05-05 12:36:18+00:00,cs.SI
Embedding bifurcations into pneumatic artificial muscle,2023-05-06 09:58:45+00:00,cs.RO
WSFE: Wasserstein Sub-graph Feature Encoder for Effective User Segmentation in Collaborative Filtering,2023-05-08 01:25:43+00:00,cs.IR
PromptRank: Unsupervised Keyphrase Extraction Using Prompt,2023-05-08 06:34:26+00:00,cs.IR
LMPT: Prompt Tuning with Class-Specific Embedding Loss for Long-tailed Multi-Label Visual Recognition,2023-05-08 08:14:46+00:00,cs.CV
DietCNN: Multiplication-free Inference for Quantized CNNs,2023-05-09 08:54:54+00:00,cs.CV
ImageBind: One Embedding Space To Bind Them All,2023-05-09 17:59:07+00:00,cs.CV
LACoS-BLOOM: Low-rank Adaptation with Contrastive objective on 8 bits Siamese-BLOOM,2023-05-10 18:26:42+00:00,cs.CL
Vertex algebras from the Hull-Strominger system,2023-05-11 14:27:34+00:00,math.DG
Region-Aware Pretraining for Open-Vocabulary Object Detection with Vision Transformers,2023-05-11 17:53:29+00:00,cs.CV
Graph-guided Personalization for Federated Recommendation,2023-05-13 08:39:36+00:00,cs.IR
Unsupervised Semantic Variation Prediction using the Distribution of Sibling Embeddings,2023-05-15 13:58:21+00:00,cs.CL
Synergy Between Excluded Volume Effect with Co-embedded Microparticles and Chemical Doping in Carbon Nanotube Network-based Composites to Enhance Thermoelectric Power Factor,2023-05-04 01:58:37+00:00,physics.app-ph
Embedding and correlation tensor for XRP transaction networks,2023-05-17 02:54:33+00:00,physics.soc-ph
River of No Return: Graph Percolation Embeddings for Efficient Knowledge Graph Reasoning,2023-05-17 06:13:28+00:00,cs.AI
Investigating the Effect of Hard Negative Sample Distribution on Contrastive Knowledge Graph Embedding,2023-05-17 20:46:18+00:00,cs.AI
Solving Cosine Similarity Underestimation between High Frequency Words by L2 Norm Discounting,2023-05-17 23:41:30+00:00,cs.CL
TempAdaCos: Learning Temporally Structured Embeddings for Few-Shot Keyword Spotting with Dynamic Time Warping,2023-05-18 08:52:18+00:00,eess.AS
S-JEA: Stacked Joint Embedding Architectures for Self-Supervised Visual Representation Learning,2023-05-19 14:25:27+00:00,cs.CV
AST/RO 13CO(J=2-1) and 12CO(J=4-3) Mapping of Southern Spitzer c2d Small Clouds and Cores,2007-03-05 23:07:59+00:00,astro-ph
"(D-E)-dimensional brane worlds and de Rham distribution formalism: Singular split versus compactification, restrictions on scenario and revision of gravitational energy problem",2000-07-28 09:29:57+00:00,gr-qc
Thermal Stabilisation of Superconducting Sigma Strings and their Drum Vortons,2002-01-17 14:40:12+00:00,hep-ph
On Full Diversity Space-Time Block Codes with Partial Interference Cancellation Group Decoding,2008-05-16 22:18:15+00:00,cs.IT
c2d Spitzer IRS spectra of embedded low-mass young stars: gas-phase emission lines,2010-05-17 10:23:29+00:00,astro-ph.GA
On the dynamics of planetesimals embedded in turbulent protoplanetary discs,2010-07-07 14:21:23+00:00,astro-ph.EP
Decoding by Embedding: Correct Decoding Radius and DMT Optimality,2011-02-15 00:20:12+00:00,cs.IT
Equilibrium and Dynamical Evolution of Self-Gravitating System Embedded in a Potential Well,2011-02-22 06:18:29+00:00,astro-ph.GA
Influence of viscosity and the adiabatic index on planetary migration,2013-01-08 12:48:52+00:00,astro-ph.EP
Assembly of filamentary void galaxy configurations,2013-07-26 22:18:57+00:00,astro-ph.CO
Separator-Based Graph Embedding into Multidimensional Grids with Small Edge-Congestion,2014-02-28 16:03:09+00:00,cs.DM
"Power, Energy and Speed of Embedded and Server Multi-Cores applied to Distributed Simulation of Spiking Neural Networks: ARM in NVIDIA Tegra vs Intel Xeon quad-cores",2015-05-12 14:14:15+00:00,cs.DC
Conformal hypersurface geometry via a boundary Loewner-Nirenberg-Yamabe problem,2015-06-08 23:15:11+00:00,math.DG
Optimal approximate matrix product in terms of stable rank,2015-07-08 19:45:21+00:00,cs.DS
Protostellar accretion traced with chemistry: Comparing synthetic C18O maps of embedded protostars to real observations,2015-12-01 20:14:54+00:00,astro-ph.SR
A Lightcone Embedding of the Twin Building of a Hyperbolic Kac-Moody Group,2016-06-17 19:50:01+00:00,math.GR
Stabilizing Embedology: Geometry-Preserving Delay-Coordinate Maps,2016-09-20 20:36:17+00:00,nlin.CD
Adsorption of atoms and molecules on s-triazine sheet with embedded manganese atom: First-principles calculations,2017-03-19 16:49:22+00:00,cond-mat.mtrl-sci
From molecules to Young Stellar Clusters: the star formation cycle across the M33 disk,2017-03-27 16:51:41+00:00,astro-ph.GA
Fast YOLO: A Fast You Only Look Once System for Real-time Embedded Object Detection in Video,2017-09-18 13:57:16+00:00,cs.CV
MicronNet: A Highly Compact Deep Convolutional Neural Network Architecture for Real-time Embedded Traffic Sign Classification,2018-03-28 01:32:59+00:00,cs.CV
SWDE : A Sub-Word And Document Embedding Based Engine for Clickbait Detection,2018-08-02 09:02:00+00:00,cs.IR
The healing strategy by prioritizing minimum degree against localized attacks on interdependent spatially embedded networks,2018-10-21 15:17:31+00:00,physics.soc-ph
The continuous weak order,2018-12-05 15:51:24+00:00,math.CO
Guided Graph Spectral Embedding: Application to the C. elegans Connectome,2018-12-10 09:16:21+00:00,cs.LG
Personalized Query Auto-Completion Through a Lightweight Representation of the User Context,2019-05-03 23:28:18+00:00,cs.IR
Deep Unified Multimodal Embeddings for Understanding both Content and Users in Social Media Networks,2019-05-17 01:16:15+00:00,cs.IR
Specialized Decision Surface and Disentangled Feature for Weakly-Supervised Polyphonic Sound Event Detection,2019-05-24 08:46:56+00:00,cs.SD
CNN-based Steganalysis and Parametric Adversarial Embedding: a Game-Theoretic Framework,2019-06-03 10:48:36+00:00,cs.MM
Graph Embedding based Wireless Link Scheduling with Few Training Samples,2019-06-07 02:40:14+00:00,eess.SP
Dynamic Network Embedding via Incremental Skip-gram with Negative Sampling,2019-06-09 07:42:39+00:00,cs.LG
Labelings vs. Embeddings: On Distributed Representations of Distances,2019-07-16 06:25:48+00:00,cs.DS
Spectral Clustering Oracles in Sublinear Time,2021-01-14 11:09:26+00:00,cs.DS
Low-Congestion Shortcuts without Embedding,2016-07-26 06:24:18+00:00,cs.DS
Digital Watermarking for Deep Neural Networks,2018-02-06 05:32:36+00:00,cs.CV
Virtual Network Embedding Approximations: Leveraging Randomized Rounding,2018-03-09 18:15:31+00:00,cs.NI
Unveiling the physical conditions of the youngest disks: A warm embedded disk in L1527,2018-03-12 20:32:15+00:00,astro-ph.SR
SAFE: Self-Attentive Function Embeddings for Binary Similarity,2018-11-13 14:01:16+00:00,cs.CR
$λ_\infty$ & Maximum Variance Embedding: Measuring and Optimizing Connectivity of A Graph Metric,2020-03-12 02:40:21+00:00,cs.CC
Topological Data Analysis in Text Classification: Extracting Features with Additive Information,2020-03-29 21:02:09+00:00,cs.LG
Embedding Java Classes with code2vec: Improvements from Variable Obfuscation,2020-04-06 19:05:18+00:00,cs.LG
Dynamic Maintenance of Low-Stretch Probabilistic Tree Embeddings with Applications,2020-04-21 22:01:29+00:00,cs.DS
On infinite staircases in toric symplectic four-manifolds,2020-04-27 18:01:01+00:00,math.SG
Structure-Augmented Text Representation Learning for Efficient Knowledge Graph Completion,2020-04-30 13:50:34+00:00,cs.CL
CSNE: Conditional Signed Network Embedding,2020-05-19 19:14:52+00:00,cs.SI
Track Seeding and Labelling with Embedded-space Graph Neural Networks,2020-06-30 23:43:28+00:00,physics.ins-det
Sublinear-Time Algorithms for Computing & Embedding Gap Edit Distance,2020-07-24 20:33:23+00:00,cs.DS
VC-Net: Deep Volume-Composition Networks for Segmentation and Visualization of Highly Sparse and Noisy Image Data,2020-09-14 04:15:02+00:00,cs.GR
"Explainable, Stable, and Scalable Graph Convolutional Networks for Learning Graph Representation",2020-09-22 07:49:46+00:00,cs.LG
Deep Learning Meets Projective Clustering,2020-10-08 22:47:48+00:00,cs.LG
Construction of varieties of low codimension with applications to moduli spaces of varieties of general type,2020-12-03 03:39:39+00:00,math.AG
SAM: Self-supervised Learning of Pixel-wise Anatomical Embeddings in Radiological Images,2020-12-04 03:31:20+00:00,cs.CV
